axcov,l2,l3,radcov,meancov,covfa,covpl,lesld,sxx,syy,szz,sxy,sxz,syz
1835.823656,574.185614,128.339747,351.262680,846.116339,0.795701,0.722527,727.000000,1223.802949,837.270063,477.276005,438.969801,492.259889,458.188245
