axcov,l2,l3,radcov,meancov,covfa,covpl,lesld,sxx,syy,szz,sxy,sxz,syz
1663.383855,677.860708,103.762940,390.811824,815.002501,0.759365,0.438049,1218.866818,704.328837,1319.806792,420.871874,-133.262701,-96.644167,619.599644
